Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
155,tt8036272,2022-01-01,2022-01-01,,Tuca & Bertie,https://www.imdb.com/title/tt8036272/,tvSeries,7.4,26,2019,"Animation, Comedy",7491,2019-05-03,
156,tt11639414,2022-01-01,2022-01-01,,The Midnight Gospel,https://www.imdb.com/title/tt11639414/,tvSeries,8.2,23,2020,"Animation, Adventure, Comedy, Fantasy, Sci-Fi",19762,2020-04-20,
157,tt9077562,2022-01-01,2022-01-01,,Hoops,https://www.imdb.com/title/tt9077562/,tvSeries,6.0,25,2020,"Animation, Comedy, Sport",6506,2020-08-21,
158,tt9308682,2022-01-01,2022-01-01,,The Liberator,https://www.imdb.com/title/tt9308682/,tvMiniSeries,7.6,,2020,"Animation, Action, Drama, War",6353,2020-11-11,
159,tt6517102,2022-01-01,2022-01-01,,Castlevania,https://www.imdb.com/title/tt6517102/,tvSeries,8.3,23,2017,"Animation, Action, Adventure, Drama, Fantasy, Horror",66096,2017-06-07,
160,tt6660498,2022-01-01,2022-01-01,,Devilman: Crybaby,https://www.imdb.com/title/tt6660498/,tvMiniSeries,7.6,25,2018,"Animation, Action, Drama, Fantasy, Horror",21399,2018-01-05,
161,tt8116380,2022-01-01,2022-01-01,,A.I.C.O. Incarnation,https://www.imdb.com/title/tt8116380/,tvSeries,6.3,25,2018,"Animation, Action, Sci-Fi",1246,2018-03-09,
162,tt7415066,2022-01-01,2022-01-01,,Sword Gai: The Animation,https://www.imdb.com/title/tt7415066/,tvSeries,5.8,22,2018,"Animation, Action, Fantasy",967,2018-03-23,
163,tt7211600,2022-01-01,2022-01-01,,Lost Song,https://www.imdb.com/title/tt7211600/,tvSeries,7.1,25,2018,"Animation, Adventure, Drama, Fantasy, Music, Musical, Romance, Sci-Fi",386,2018-03-31,
164,tt6357658,2022-01-01,2022-01-01,,Baki,https://www.imdb.com/title/tt6357658/,tvSeries,6.7,45,2018,"Animation, Action, Drama, Sport",6579,2018-06-25,
165,tt9316078,2022-01-01,2022-01-01,,Hero Mask,https://www.imdb.com/title/tt9316078/,tvSeries,6.2,25,2018,"Animation, Action, Crime, Sci-Fi",701,2018-12-03,
166,tt9348716,2022-01-01,2022-01-01,,Rilakkuma to Kaorusan,https://www.imdb.com/title/tt9348716/,tvSeries,8.2,12,2019,"Animation, Comedy, Drama, Family",1714,2019-04-19,
167,tt9348718,2022-01-01,2022-01-01,,7Seeds,https://www.imdb.com/title/tt9348718/,tvSeries,6.3,25,2019,"Animation, Action, Adventure, Drama, Horror, Mystery, Romance, Sci-Fi",1498,2019-06-28,
168,tt6908976,2022-01-01,2022-01-01,,Seinto Seiya: Knights of the Zodiac,https://www.imdb.com/title/tt6908976/,tvSeries,4.6,24,2019,"Animation, Action, Adventure, Fantasy, Sci-Fi",1935,2019-07-19,
169,tt9058134,2022-01-01,2022-01-01,,Kengan Ashura,https://www.imdb.com/title/tt9058134/,tvSeries,8.0,24,2019,"Animation, Action, Sport",5176,2019-07-31,
170,tt5066664,2022-01-01,2022-01-01,,Cannon Busters,https://www.imdb.com/title/tt5066664/,tvSeries,6.7,,2019,"Animation, Fantasy",1252,2019-08-15,
171,tt10106108,2022-01-01,2022-01-01,,Seis Manos,https://www.imdb.com/title/tt10106108/,tvSeries,7.2,27,2019,"Animation, Action, Adventure, Crime, Drama, Fantasy",1681,2019-10-03,
172,tt10380814,2022-01-01,2022-01-01,,Dino Girl Gauko,https://www.imdb.com/title/tt10380814/,tvSeries,7.3,,2019,"Animation, Comedy, Family, Fantasy, Sci-Fi",79,2019-11-22,
173,tt10619444,2022-01-01,2022-01-01,,Levius,https://www.imdb.com/title/tt10619444/,tvSeries,7.0,25,2019,"Animation, Action, Sci-Fi",573,2019-11-28,
174,tt11163352,2022-01-01,2022-01-01,,The Disastrous Life of Saiki K.: Reawakened,https://www.imdb.com/title/tt11163352/,tvSeries,7.9,,2019,"Animation, Comedy, Fantasy",1811,2019-12-30,
175,tt9288892,2022-01-01,2022-01-01,,Mushikago no Cagaster,https://www.imdb.com/title/tt9288892/,tvSeries,6.1,29,2020,"Animation, Action, Drama, Sci-Fi",686,2020-02-06,
176,tt12031040,2022-01-01,2022-01-01,,Nihon Chinbotsu 2020,https://www.imdb.com/title/tt12031040/,tvMiniSeries,6.4,25,2020,"Animation, Adventure, Drama, Sci-Fi",3116,2020-07-09,
177,tt9789660,2022-01-01,2022-01-01,,Transformers: War for Cybertron,https://www.imdb.com/title/tt9789660/,tvSeries,7.3,30,2020,"Animation, Action, Adventure, Sci-Fi",3717,2020-07-30,
178,tt9731266,2022-01-01,2022-01-01,,Memorias de Idhún,https://www.imdb.com/title/tt9731266/,tvSeries,5.4,25,2020,"Animation, Action, Adventure, Fantasy, Sci-Fi",596,2020-09-10,
179,tt10011298,2022-01-01,2022-01-01,,Dragon's Dogma,https://www.imdb.com/title/tt10011298/,tvSeries,6.3,,2020,"Animation, Action, Adventure, Drama, Fantasy",3657,2020-09-17,
180,tt3010520,2022-01-01,2022-01-01,,Turbo FAST,https://www.imdb.com/title/tt3010520/,tvSeries,6.5,23,2013,"Animation, Action, Adventure, Comedy, Family, Sport",630,2013-12-24,
181,tt3692064,2022-01-01,2022-01-01,,VeggieTales in the House,https://www.imdb.com/title/tt3692064/,tvSeries,4.2,,2014,"Animation, Short, Adventure, Comedy, Family, Music",321,2014-11-26,
182,tt3807022,2022-01-01,2022-01-01,,All Hail King Julien,https://www.imdb.com/title/tt3807022/,tvSeries,7.1,23,2014,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy",2102,2014-12-18,
183,tt3807034,2022-01-01,2022-01-01,,The Adventures of Puss in Boots,https://www.imdb.com/title/tt3807034/,tvSeries,6.6,23,2015,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Western",1788,2015-01-16,
184,tt4995636,2022-01-01,2022-01-01,,Ever After High: Spring Unsprung,https://www.imdb.com/title/tt4995636/,tvMovie,7.3,47,2015,"Animation, Adventure, Drama, Fantasy, Music",205,2015-02-05,"Mike Csunyoscka, Dan Fraga"
185,tt4816058,2022-01-01,2022-01-01,,Dragons: Race to the Edge,https://www.imdb.com/title/tt4816058/,tvSeries,8.2,22,2015,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Mystery",6648,2015-06-26,
186,tt1396212,2022-01-01,2022-01-01,,Dinotrux,https://www.imdb.com/title/tt1396212/,tvSeries,6.8,23,2015,"Animation, Short, Action, Adventure, Comedy, Family, Sci-Fi",474,2015-08-14,
187,tt5021206,2022-01-01,2022-01-01,,The Mr. Peabody & Sherman Show,https://www.imdb.com/title/tt5021206/,tvSeries,5.6,23,2015,"Animation, Adventure, Comedy, Family, History, Musical, Sci-Fi",467,2015-10-05,
188,tt4210022,2022-01-01,2022-01-01,,Popples,https://www.imdb.com/title/tt4210022/,tvSeries,6.0,,2015,Animation,58,2015-10-30,
189,tt4680360,2022-01-01,2022-01-01,,Care Bears and Cousins,https://www.imdb.com/title/tt4680360/,tvSeries,6.8,132,2015,Animation,84,2015-11-06,
190,tt5193172,2022-01-01,2022-01-01,,Dawn of the Croods,https://www.imdb.com/title/tt5193172/,tvSeries,5.8,23,2015,"Animation, Short, Adventure, Comedy, Family",750,2015-12-24,
191,tt5075942,2022-01-01,2022-01-01,,Lego Bionicle: The Journey to One,https://www.imdb.com/title/tt5075942/,tvSeries,5.4,22,2016,"Animation, Action, Adventure, Fantasy, Sci-Fi",190,2016-03-04,
192,tt6464612,2022-01-01,2022-01-01,,Lego Friends: The Power of Friendship,https://www.imdb.com/title/tt6464612/,tvSeries,7.2,23,2016,Animation,57,2016-03-04,
193,tt5462936,2022-01-01,2022-01-01,,Kong: King of the Apes,https://www.imdb.com/title/tt5462936/,tvSeries,5.8,,2016,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",343,2016-04-15,
194,tt5580664,2022-01-01,2022-01-01,,Voltron: Legendary Defender,https://www.imdb.com/title/tt5580664/,tvSeries,8.1,23,2016,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",9029,2016-06-10,
195,tt1870073,2022-01-01,2022-01-01,,Justin Time,https://www.imdb.com/title/tt1870073/,tvSeries,6.8,22,2011,"Animation, Adventure, Comedy, Family, Fantasy",223,2011-06-30,
196,tt5759196,2022-01-01,2022-01-01,,Home: Adventures with Tip & Oh,https://www.imdb.com/title/tt5759196/,tvSeries,6.2,23,2016,"Animation, Short, Adventure, Comedy, Family, Fantasy, Sci-Fi",623,2016-07-29,
197,tt5846856,2022-01-01,2022-01-01,,Ask the StoryBots,https://www.imdb.com/title/tt5846856/,tvSeries,8.5,24,2016,"Animation, Adventure, Comedy, Family, Musical, Mystery",920,2016-08-12,
198,tt6035850,2022-01-01,2022-01-01,,Kulipari: An Army of Frogs,https://www.imdb.com/title/tt6035850/,tvSeries,6.9,20,2016,"Animation, Action, Fantasy",266,2016-09-02,
199,tt5916218,2022-01-01,2022-01-01,,Skylanders Academy,https://www.imdb.com/title/tt5916218/,tvSeries,6.7,25,2016,"Animation, Action, Adventure, Comedy, Family, Fantasy",806,2016-10-28,
200,tt5874596,2022-01-01,2022-01-01,,World of Winx,https://www.imdb.com/title/tt5874596/,tvSeries,6.8,30,2016,"Animation, Action, Comedy, Family, Fantasy, Mystery",746,2016-11-04,
201,tt4588068,2022-01-01,2022-01-01,,Cirque du Soleil: Luna Petunia,https://www.imdb.com/title/tt4588068/,tvSeries,6.4,22,2016,"Animation, Family, Fantasy",55,2016-12-06,
202,tt1734135,2022-01-01,2022-01-01,,Trollhunters,https://www.imdb.com/title/tt1734135/,tvSeries,8.4,23,2016,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",17240,2016-12-23,
203,tt6216718,2022-01-01,2022-01-01,,Tarzan and Jane,https://www.imdb.com/title/tt6216718/,tvSeries,4.7,22,2017,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",287,2017-01-06,
204,tt6495788,2022-01-01,2022-01-01,,We're Lalaloopsy,https://www.imdb.com/title/tt6495788/,tvSeries,6.6,,2017,Animation,34,2017-01-09,
205,tt6562134,2022-01-01,2022-01-01,,VeggieTales in the City,https://www.imdb.com/title/tt6562134/,tvSeries,5.5,,2017,"Animation, Short, Adventure, Comedy, Family, Music",124,2017-02-24,
206,tt5038900,2022-01-01,2022-01-01,,Legend Quest,https://www.imdb.com/title/tt5038900/,tvSeries,7.3,,2017,"Animation, Adventure, Comedy, Fantasy, Mystery",457,2017-02-24,
207,tt6591468,2022-01-01,2022-01-01,,Buddy Thunderstruck,https://www.imdb.com/title/tt6591468/,tvSeries,7.8,24,2017,"Animation, Action, Comedy, Family, Sport",513,2017-03-10,
208,tt6710836,2022-01-01,2022-01-01,,Spirit Riding Free,https://www.imdb.com/title/tt6710836/,tvSeries,6.5,23,2017,"Animation, Action, Adventure, Comedy, Drama, Family, Western",1041,2017-05-05,
209,tt6865906,2022-01-01,2022-01-01,,All Hail King Julien: Exiled,https://www.imdb.com/title/tt6865906/,tvSeries,7.5,23,2017,"Animation, Short, Adventure, Comedy, Family, Fantasy",598,2017-05-12,
210,tt5607658,2022-01-01,2022-01-01,,True and the Rainbow Kingdom,https://www.imdb.com/title/tt5607658/,tvSeries,7.2,22,2017,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",469,2017-08-11,
211,tt7322926,2022-01-01,2022-01-01,,Lego Elves: Secrets of Elvendale,https://www.imdb.com/title/tt7322926/,tvSeries,6.7,24,2017,"Animation, Fantasy",179,2017-09-01,
212,tt3869122,2022-01-01,2022-01-01,,The Magic School Bus Rides Again,https://www.imdb.com/title/tt3869122/,tvSeries,6.3,26,2017,"Animation, Adventure, Family, Fantasy",854,2017-09-29,
213,tt6214876,2022-01-01,2022-01-01,,Super Monsters,https://www.imdb.com/title/tt6214876/,tvSeries,6.3,23,2017,"Animation, Adventure, Comedy, Family, Horror, Musical",423,2017-10-13,
214,tt7620702,2022-01-01,2022-01-01,,Dinotrux Supercharged,https://www.imdb.com/title/tt7620702/,tvSeries,7.6,24,2017,"Animation, Short, Action, Adventure, Comedy, Family",99,2017-11-10,
215,tt1379164,2022-01-01,2022-01-01,,Stretch Armstrong & the Flex Fighters,https://www.imdb.com/title/tt1379164/,tvSeries,6.3,22,2017,"Animation, Short, Action, Adventure, Comedy, Sci-Fi",324,2017-11-17,
216,tt7539608,2022-01-01,2022-01-01,,Trolls: The Beat Goes On!,https://www.imdb.com/title/tt7539608/,tvSeries,6.0,25,2018,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical, Romance",829,2018-01-19,
217,tt4781350,2022-01-01,2022-01-01,,Llama Llama,https://www.imdb.com/title/tt4781350/,tvSeries,6.2,24,2018,"Animation, Adventure, Family",274,2018-01-26,
218,tt7924854,2022-01-01,2022-01-01,,Luna Petunia: Return to Amazia,https://www.imdb.com/title/tt7924854/,tvSeries,5.0,,2018,Animation,46,2018-02-02,
219,tt7741824,2022-01-01,2022-01-01,,The Boss Baby: Back in Business,https://www.imdb.com/title/tt7741824/,tvSeries,6.5,25,2018,"Animation, Adventure, Comedy, Family, Fantasy",3844,2018-04-06,
220,tt6714408,2022-01-01,2022-01-01,,Spy Kids: Mission Critical,https://www.imdb.com/title/tt6714408/,tvSeries,4.9,,2018,"Animation, Action, Adventure, Comedy, Drama, Family, Music, Musical, Sci-Fi",399,2018-04-20,
221,tt9315892,2022-01-01,2022-01-01,,Dance & Sing With True,https://www.imdb.com/title/tt9315892/,tvSeries,7.0,,2018,"Animation, Family, Musical",7,2018-12-14,
222,tt6193336,2022-01-01,2022-01-01,,The Hollow,https://www.imdb.com/title/tt6193336/,tvSeries,7.2,24,2018,"Animation, Drama, Family, Mystery, Sci-Fi",4446,2018-06-08,
223,tt7758552,2022-01-01,2022-01-01,,Harvey Street Kids,https://www.imdb.com/title/tt7758552/,tvSeries,6.9,23,2018,"Animation, Short, Adventure, Comedy, Family",262,2018-06-29,
224,tt7741830,2022-01-01,2022-01-01,,The Epic Tales of Captain Underpants,https://www.imdb.com/title/tt7741830/,tvSeries,6.7,24,2018,"Animation, Short, Action, Adventure, Comedy, Family",976,2018-07-13,
225,tt8697554,2022-01-01,2022-01-01,,Cupcake & Dino: General Services,https://www.imdb.com/title/tt8697554/,tvSeries,7.6,23,2018,"Animation, Action, Comedy, Family",772,2018-07-27,
226,tt9077194,2022-01-01,2022-01-01,,Larva Island,https://www.imdb.com/title/tt9077194/,tvSeries,6.7,8,2018,"Animation, Adventure, Comedy",434,2018-10-19,
227,tt7745956,2022-01-01,2022-01-01,,She-Ra and the Princesses of Power,https://www.imdb.com/title/tt7745956/,tvSeries,8.0,30,2018,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",16359,2018-11-13,
228,tt9203064,2022-01-01,2022-01-01,,Kulipari: Dream Walker,https://www.imdb.com/title/tt9203064/,tvSeries,7.5,,2018,"Animation, Action, Fantasy",102,2018-11-20,
229,tt8959860,2022-01-01,2022-01-01,,Motown Magic,https://www.imdb.com/title/tt8959860/,tvSeries,8.0,15,2018,"Animation, Comedy, Family, Fantasy, Musical",298,2018-11-20,
230,tt7736544,2022-01-01,2022-01-01,,3Below: Tales of Arcadia,https://www.imdb.com/title/tt7736544/,tvSeries,7.7,24,2018,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",6402,2018-12-21,
231,tt5621544,2022-01-01,2022-01-01,,Pinky Malinky,https://www.imdb.com/title/tt5621544/,tvSeries,5.6,12,2018,"Animation, Comedy, Family",1094,2018-11-17,
232,tt7042146,2022-01-01,2022-01-01,,Carmen Sandiego,https://www.imdb.com/title/tt7042146/,tvSeries,7.9,22,2019,"Animation, Action, Adventure, Family, Mystery, Thriller",5983,2019-01-18,
233,tt9817288,2022-01-01,2022-01-01,,YooHoo to the Rescue,https://www.imdb.com/title/tt9817288/,tvSeries,7.1,,2019,Family,56,2019-03-15,
234,tt10050752,2022-01-01,2022-01-01,,Mighty Little Bheem,https://www.imdb.com/title/tt10050752/,tvSeries,6.6,6,2019,"Animation, Short, Adventure, Comedy, Family, Fantasy",266,2019-04-12,
235,tt10370958,2022-01-01,2022-01-01,,Super Monsters Monster Pets,https://www.imdb.com/title/tt10370958/,tvSeries,6.3,,2019,Animation,37,2019-06-07,
236,tt10522374,2022-01-01,2022-01-01,,True Tunes,https://www.imdb.com/title/tt10522374/,tvSeries,8.7,,2019,Family,13,2019-07-12,
237,tt8009622,2022-01-01,2022-01-01,,Twelve Forever,https://www.imdb.com/title/tt8009622/,tvSeries,6.8,,2019,"Animation, Action, Adventure, Comedy, Family, Fantasy",718,2019-07-29,
238,tt10687624,2022-01-01,2022-01-01,,Spirit Riding Free: Pony Tales,https://www.imdb.com/title/tt10687624/,tvSeries,6.8,,2017,"Animation, Short, Adventure, Family",98,2017-05-05,
239,tt9165404,2022-01-01,2022-01-01,,Archibald's Next Big Thing,https://www.imdb.com/title/tt9165404/,tvSeries,7.7,24,2019,"Animation, Short, Adventure, Comedy, Family, Fantasy, Sci-Fi",293,2019-09-06,
240,tt8914012,2022-01-01,2022-01-01,,The Last Kids on Earth,https://www.imdb.com/title/tt8914012/,tvSeries,7.3,,2019,"Animation, Adventure, Comedy, Family, Horror",1451,2019-09-17,
241,tt10687134,2022-01-01,2022-01-01,,Dragons: Rescue Riders,https://www.imdb.com/title/tt10687134/,tvSeries,6.1,24,2019,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy, Mystery",343,2019-09-27,
242,tt10228032,2022-01-01,2022-01-01,,Legend Quest: Masters of Myth,https://www.imdb.com/title/tt10228032/,tvSeries,7.4,,2019,Animation,137,2019-10-05,
243,tt10987498,2022-01-01,2022-01-01,,Mighty Little Bheem: Diwali,https://www.imdb.com/title/tt10987498/,tvSeries,8.0,,2019,Animation,36,2019-10-18,
244,tt8322592,2022-01-01,2022-01-01,,Fast & Furious Spy Racers,https://www.imdb.com/title/tt8322592/,tvSeries,5.9,23,2019,"Animation, Short, Action, Adventure, Comedy, Crime, Drama, Family",1520,2019-12-26,
245,tt10482560,2022-01-01,2022-01-01,,Kipo and the Age of Wonderbeasts,https://www.imdb.com/title/tt10482560/,tvSeries,8.3,24,2020,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",6027,2020-01-14,
246,tt7697062,2022-01-01,2022-01-01,,Glitch Techs,https://www.imdb.com/title/tt7697062/,tvSeries,7.7,25,2020,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",1513,2020-02-21,
247,tt11738790,2022-01-01,2022-01-01,,Mighty Little Bheem: Festival of Colors,https://www.imdb.com/title/tt11738790/,tvSeries,7.7,,2020,Animation,37,2020-03-05,
248,tt11829340,2022-01-01,2022-01-01,,Buddi,https://www.imdb.com/title/tt11829340/,tvSeries,7.3,12,2020,"Animation, Short, Adventure, Comedy, Family, Fantasy",60,2020-03-20,
249,tt11942070,2022-01-01,2022-01-01,,Spirit Riding Free: Riding Academy,https://www.imdb.com/title/tt11942070/,tvSeries,7.1,,2020,"Animation, Action, Adventure, Family",114,2020-03-03,
250,tt8115688,2022-01-01,2022-01-01,,Chico Bon Bon: Monkey with a Tool Belt,https://www.imdb.com/title/tt8115688/,tvSeries,6.2,,2020,"Animation, Family",131,2020-05-08,
251,tt12140808,2022-01-01,2022-01-01,,True: Terrific Tales,https://www.imdb.com/title/tt12140808/,tvSeries,6.9,,2020,"Animation, Family",26,2020-05-12,
252,tt12580610,2022-01-01,2022-01-01,,The Epic Tales of Captain Underpants in Space,https://www.imdb.com/title/tt12580610/,tvSeries,7.3,24,2020,"Animation, Action, Comedy, Family, Sci-Fi",117,2020-07-10,
253,tt7736558,2022-01-01,2022-01-01,,Wizards,https://www.imdb.com/title/tt7736558/,tvMiniSeries,8.1,233,2020,"Animation, Action, Adventure, Comedy, Family, Fantasy",3919,2020-07-07,
254,tt12748268,2022-01-01,2022-01-01,,Word Party Songs,https://www.imdb.com/title/tt12748268/,tvSeries,4.0,,2020,"Animation, Family",19,2020-08-07,
255,tt13530018,2022-01-01,2022-01-01,,Rhyme Time Town Singalongs,https://www.imdb.com/title/tt13530018/,tvSeries,8.1,,2020,"Animation, Family",18,2020-12-22,
256,tt13711094,2022-01-01,2022-01-01,,Mighty Little Bheem: Kite Festival,https://www.imdb.com/title/tt13711094/,tvSeries,7.5,,2021,"Animation, Comedy, Family",18,2021-01-08,
257,tt10919290,2022-01-01,2022-01-01,,Centaurworld,https://www.imdb.com/title/tt10919290/,tvSeries,7.7,25,2021,"Animation, Short, Adventure, Comedy, Family, Fantasy, Musical",2230,2021-07-30,
258,tt8787772,2022-01-01,2022-01-01,,Maya and the Three,https://www.imdb.com/title/tt8787772/,tvMiniSeries,8.1,30,2021,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy",4127,2021-10-16,
259,tt8923396,2022-01-01,2022-01-01,,Jinn,https://www.imdb.com/title/tt8923396/,tvSeries,3.5,30,2019,"Drama, Fantasy, Horror, Sci-Fi",10215,2019-06-13,
260,tt10687564,2022-01-01,2022-01-01,,Dollar,https://www.imdb.com/title/tt10687564/,tvSeries,6.7,,2019,"Action, Drama, Romance",611,2019-08-08,
261,tt10183912,2022-01-01,2022-01-01,,AlRawabi School for Girls,https://www.imdb.com/title/tt10183912/,tvMiniSeries,7.3,291,2021,Drama,6180,2021-08-12,
262,tt12411074,2022-01-01,2022-01-01,,Paranormal,https://www.imdb.com/title/tt12411074/,tvSeries,8.0,45,2020,"Drama, Fantasy, Horror, Mystery, Thriller",72453,2020-11-05,
263,tt6656238,2022-01-01,2022-01-01,,The Rain,https://www.imdb.com/title/tt6656238/,tvSeries,6.3,45,2018,"Drama, Sci-Fi, Thriller",37542,2018-05-04,
264,tt10973800,2022-01-01,2022-01-01,,Equinox,https://www.imdb.com/title/tt10973800/,tvSeries,6.1,43,2020,"Drama, Fantasy, Mystery, Thriller",7149,2020-12-30,
265,tt8404520,2022-01-01,2022-01-01,,Ares,https://www.imdb.com/title/tt8404520/,tvSeries,5.7,32,2020,"Drama, Horror, Mystery, Thriller",4523,2020-01-17,
266,tt4003966,2022-01-01,2022-01-01,,Marseille,https://www.imdb.com/title/tt4003966/,tvSeries,6.8,41,2016,Drama,5258,2016-05-05,
267,tt9170638,2022-01-01,2022-01-01,,Plan Coeur,https://www.imdb.com/title/tt9170638/,tvSeries,7.1,27,2018,"Comedy, Romance",5530,2018-12-07,
268,tt7043380,2022-01-01,2022-01-01,,Osmosis,https://www.imdb.com/title/tt7043380/,tvSeries,5.8,55,2019,"Romance, Sci-Fi",3112,2019-03-29,
269,tt10423460,2022-01-01,2022-01-01,,Family Business,https://www.imdb.com/title/tt10423460/,tvSeries,7.4,,2019,Comedy,4296,2019-06-27,
270,tt10875696,2022-01-01,2022-01-01,,Marianne,https://www.imdb.com/title/tt10875696/,tvSeries,7.4,50,2019,"Drama, Horror, Mystery, Thriller",15908,2019-09-13,
271,tt10986052,2022-01-01,2022-01-01,,Criminal: France,https://www.imdb.com/title/tt10986052/,tvMiniSeries,7.2,39,2019,"Crime, Drama, Mystery",4204,2019-09-20,
272,tt11829316,2022-01-01,2022-01-01,,Vampires,https://www.imdb.com/title/tt11829316/,tvSeries,5.7,,2020,"Drama, Fantasy, Horror",1332,2020-03-20,
273,tt13044528,2022-01-01,2022-01-01,,La Révolution,https://www.imdb.com/title/tt13044528/,tvSeries,6.6,,2020,"Action, Adventure, Drama, Fantasy, Thriller",5774,2020-10-16,
274,tt14252964,2022-01-01,2022-01-01,,Disparu à jamais,https://www.imdb.com/title/tt14252964/,tvMiniSeries,6.3,247,2021,"Crime, Drama, Mystery, Thriller",4305,2021-08-13,
275,tt5753856,2022-01-01,2022-01-01,,Dark,https://www.imdb.com/title/tt5753856/,tvSeries,8.7,60,2017,"Crime, Drama, Mystery, Sci-Fi, Thriller",383334,2017-09-09,
